,name,M_total_count,M_total_count_likes,recommend_all,MSK,SPB,KRD,KZN,BASHK,NVSB,SAMARA,Vk,Fb,Tw,Yt,Inst
7926,Dontcry,12 500,2,68,3443,1728,398,326,194,292,177,False,False,False,False,False
7927,Toploader,32 863,9,309,10024,4275,1005,583,0,563,395,False,False,False,False,False
7928,Jonathan Young,67 421,55,823,15913,6624,1644,792,678,1200,750,False,True,True,True,True
7929,Trvp Music,10 647,3,8,2236,1049,239,216,123,194,144,False,False,False,False,False
7930,Анна Семенович,17 403,16,2 360,3736,1307,768,223,198,354,190,True,True,True,True,True
7931,Starsailor,23 042,26,2 487,6990,3075,660,308,0,424,262,False,True,True,True,True
7932,KANINE,16 941,64,14 947,4303,2612,425,204,178,244,193,False,True,True,False,True
7933,WhoMadeWho,15 256,47,1 426,2897,1235,514,169,131,192,132,False,True,False,False,False
7934,Hallway Swimmers,15 510,15,175,3922,2336,372,243,0,330,205,False,False,False,False,False
7935,Spencer Brown,23 660,7,143,6417,2678,826,452,309,423,290,False,False,False,False,False
7936,Pink Noisy,32 685,5,154,7454,2669,1485,468,419,597,0,False,False,False,False,False
7937,Charlotte Gainsbourg,18 419,38,2 589,2588,1384,266,128,0,147,0,False,True,True,True,False
7938,BIA,27 760,8,22,3079,1794,350,295,179,247,0,False,True,True,True,True
7939,Евгений Мартынов,15 623,46,824,4808,1461,613,222,0,300,0,False,False,False,False,False
7940,,17 928,12,370,6165,2385,515,263,0,344,195,False,False,False,False,False
7941,Illidiance,22 519,95,1 631,5567,2289,583,0,0,391,230,True,True,False,True,False
7942,Schwarz & Funk,15 546,14,676,4504,1791,772,283,241,368,246,False,False,False,False,False
7943,Bruce Dickinson,14 731,69,2 960,7505,2687,721,247,0,380,286,False,False,False,False,False
7944,Jennifer Lawrence,25 382,5,204,24,17,4,2,0,0,3,False,True,False,False,False
7945,goosetaf,44 909,2,85,12387,5446,1781,929,656,951,631,False,False,True,False,True
7946,"B3lla, CHENDA",24 368,0,1,5715,2572,675,369,0,506,351,False,False,False,False,False
7947,Sleepy Chows,46 001,3,1 214,9758,3795,1922,886,724,1018,585,False,False,False,False,False
7948,Ben Cocks,28 356,6,404,7941,3029,880,563,392,479,0,False,False,False,False,False
7949,Лжедмитрий IV,11 365,75,1 569,2338,1211,335,0,155,265,173,False,False,False,False,False
7950,Pussy Riot,20 597,47,1 095,1758,999,185,136,100,143,105,False,False,False,False,False
7951,Jex,21 534,3,176,1175,430,191,93,0,89,66,False,False,False,False,False
7952,Optick,68 992,2,36,16538,6054,3519,1122,901,1345,0,False,False,False,False,False
7953,Styx,25 995,95,5 553,7934,2992,949,303,0,505,277,False,True,True,True,True
7954,Wye Oak,19 112,29,1 211,4737,2709,499,318,213,381,222,False,False,False,False,False
7955,Scady,19 248,2,41,5047,1900,685,288,225,455,252,False,False,False,False,False
7956,Двое,34 466,7,155,7342,2456,1289,550,548,656,425,False,False,False,False,False
7957,номер скрыт,9 048,86,2 332,1946,1201,219,167,139,172,136,False,False,False,False,False
7958,Pretty Vicious,32 549,30,785,8871,4161,845,479,380,680,390,False,False,False,False,False
7959,Lea Rue,30 483,7,273,7917,3119,1234,483,0,607,405,False,False,False,False,False
7960,Александр Курган,24 799,1 205,34 468,9490,3270,2075,622,565,1231,0,True,True,False,True,True
7961,Alexandra Rotan,12 202,1,15,3608,1484,340,202,0,264,187,False,False,False,False,False
7962,The Ray Charles Singers,34 004,1,148,7580,2739,811,330,0,408,0,False,False,False,False,False
7963,BluntOne,7 525,4,80,2118,1095,254,186,115,190,98,False,False,False,False,False
7964,RIYA,15 277,19,555,4510,2311,466,196,0,242,184,False,False,False,False,False
7965,Alina Eremia,32 519,5,1 754,1646,665,356,170,121,163,0,False,True,True,True,True
7966,Ashley Wallbridge,17 456,12,2 782,7080,2866,777,521,360,424,333,False,True,True,True,True
7967,Oscar Benton,24 027,28,2 454,6952,2710,1117,0,0,428,0,False,False,False,False,False
7968,Следы,25 458,38,545,6981,2623,586,304,260,427,308,True,True,True,True,False
7969,Klergy,17 959,20,445,4495,2151,492,242,0,390,229,False,False,False,False,False
7970,Eximinds,20 073,310,7 488,5614,2301,645,387,301,452,0,False,False,False,False,False
7971,Sonia,27 207,4,76,5860,2325,1502,401,354,553,0,False,False,False,False,False
7972,Ragga Twins,27 564,18,2 977,4932,2479,542,252,198,324,235,False,False,False,False,False
7973,LonelyTwin,37 418,2,10,10429,4742,1568,723,513,675,0,False,False,False,False,False
7974,фрэнк?,12 388,98,566,2489,1345,293,261,214,221,167,False,False,False,False,False
7975,Группа САДко,3 694,30,475,807,185,141,73,95,68,69,False,False,False,False,False
7976,Свят,25 719,11,98,5422,2466,685,608,447,520,339,False,False,False,False,False
7977,Mikky Ekko,25 733,6,1 502,10690,4817,1518,894,598,833,584,False,True,True,True,False
7978,Anton Stankevic,33 115,6,154,9762,3234,1559,452,404,593,0,False,False,False,False,False
7979,Charming Horses,110 441,0,2 326,23344,9484,4922,1815,1636,2188,0,False,False,False,False,False
7980,Scrufizzer,21 146,4,659,4962,2574,649,384,296,359,266,False,False,False,False,False
7981,Kid Rock,26 317,40,2 794,4664,1929,539,184,0,295,178,False,True,True,True,True
7982,Denis Bravo,36 482,1,6,10733,4350,2199,887,719,1173,593,False,False,False,False,False
7983,БИЛИК,133 478,126,1 787,13399,5637,2378,1589,1238,1347,1056,True,True,True,True,True
7984,Andy Moor,15 159,30,1 430,4112,1764,460,347,211,300,0,False,False,False,False,False
7985,Hubar,17 028,1,4,643,265,137,40,32,57,0,False,False,False,False,False
7986,MATRODA,27 979,8,263,5724,2417,949,464,354,518,296,False,False,False,False,False
7987,Esotique,36 370,1,7,7062,2280,1966,777,641,587,0,False,False,False,False,False
7988,Whilk & Misky,27 343,4,374,8048,3516,1182,469,0,424,336,False,True,True,True,True
7989,Duffy,24 248,22,3 105,11095,4721,1225,484,0,615,0,False,False,False,False,True
7990,Teodor Currentzis,12 700,41,3 150,4374,1708,358,192,0,229,153,False,True,False,True,False
7991,Lofi Hip-Hop Beats,15 557,11,342,4300,1993,613,349,260,291,239,False,False,False,False,False
7992,MAUR,25 445,4,28,4970,2175,769,533,350,458,338,False,False,False,False,False
7993,Jay Hardway,31 723,10,1 081,7880,3212,1067,569,426,581,0,False,False,False,False,False
7994,Amy Lee,25 005,4,209,19856,8303,2377,998,0,1349,855,False,False,False,False,False
7995,Bomba Estéreo,24 619,3,358,7383,2646,937,399,309,452,288,False,True,True,True,True
7996,Caucas,25 265,4,126,5034,1564,1409,371,308,0,0,False,False,False,False,False
7997,Chumbawamba,29 270,15,746,8365,3577,816,430,321,465,296,False,False,False,False,False
7998,Lola Jane,24 397,17,491,6709,2537,1173,403,0,384,0,False,False,False,False,False
7999,Скруджи,57 947,94,374 489,10693,4007,1971,912,641,782,593,True,True,False,True,True
8000,Attack Attack!,16 739,127,5 939,3997,2041,430,199,0,291,206,False,False,False,False,False
8001,Аркона,9 643,502,14 682,2928,956,299,129,123,144,126,True,True,True,True,False
8002,Dj Ross,40 996,4,71,10532,3695,1545,478,420,820,405,False,False,False,False,False
8003,Harry Gregson-Williams,12 893,21,1 231,5651,2274,584,316,0,343,0,False,False,False,False,False
8004,Пацаны,19 360,11,115,3552,1240,672,333,277,419,219,False,False,False,False,False
8005,,14 456,4,75,4648,1593,439,314,0,297,220,False,False,False,False,False
8006,Nat Dunn,65 835,0,21,16382,6735,3191,1082,887,1358,0,False,False,False,False,False
8007,,25 675,0,32,6749,2768,723,303,0,385,269,False,False,False,False,False
8008,Gentlemens Club,20 943,2,50,5100,2511,575,306,224,423,280,False,False,False,False,False
8009,Vendredi sur mer,10 057,47,951,3231,1596,335,185,0,159,125,False,False,False,False,False
8010,Delax,34 215,0,289,7566,2686,1031,488,423,520,348,False,False,False,False,False
8011,Shake Shake Go,21 017,10,537,5907,2797,543,385,0,388,259,False,False,False,False,False
8012,Luise,48 531,0,9,7384,2734,1398,555,395,584,0,False,False,False,False,False
8013,1200 Micrograms,12 992,254,5 203,5114,1180,316,187,111,161,103,False,False,False,False,False
8014,Tourist,14 999,13,4 649,4435,2156,551,288,180,269,0,False,False,False,False,False
8015,Jane Maximova,24 570,12,503,2871,1211,424,192,115,198,0,True,True,False,False,True
8016,Karma Embrace,11 618,33,586,3108,1152,368,0,0,226,159,True,True,True,True,True
8017,Alina Pash,21 261,42,790,4513,1991,731,255,196,324,0,True,True,False,True,True
8018,The Dreadnoughts,13 410,43,4 563,4725,1736,359,167,0,242,122,False,False,False,False,False
8019,New Found Glory,23 793,41,7 612,7127,2876,581,313,242,352,287,False,True,True,True,True
8020,Бока,10 579,684,25 318,2395,498,998,102,0,102,0,False,False,False,False,False
8021,Deathchannel,28 479,164,1 781,6706,2970,826,492,447,592,457,False,False,False,False,False
8022,Thirteen Senses,41 995,21,1 959,11729,4977,1282,623,509,766,502,False,False,False,False,False
8023,Макка Сагаипова,15 922,2 937,54 940,3174,708,1405,225,233,0,0,True,False,False,False,False
8024,Septicflesh,8 775,121,7 253,2179,1033,239,0,90,134,133,False,True,True,True,False
8025,The Apache Relay,21 695,6,166,6616,3423,535,381,236,399,246,False,False,False,False,False
8026,Музыка релакс,4 334,7,56,1195,436,156,92,0,98,56,False,False,False,False,False
8027,Тимур Валеев,14 332,4,101,4390,1662,428,179,0,254,177,False,False,False,False,False
8028,The Rumjacks,15 428,61,16 444,4452,1565,305,147,137,213,150,False,False,False,False,False
8029,Majid Jordan,22 533,16,2 974,3937,1864,583,346,205,286,0,False,True,True,True,True
8030,The Architect,24 745,5,98,6485,2750,971,336,288,415,265,False,False,False,False,False
8031,GALXARA,22 168,1,79,5094,2204,728,340,241,424,245,False,False,False,False,False
8032,Dusty Kid,17 063,350,20 627,3767,1683,624,252,185,274,175,False,False,False,False,False
8033,A.R.D.I.,18 211,33,283,5034,2096,619,355,248,363,276,False,False,False,False,False
8034,Олег Форостенко,15 880,0,9,5744,1987,677,341,0,379,278,False,False,False,False,False
8035,Ryan Riback,65 729,1,34,17223,7089,2308,1373,956,1257,0,False,False,False,False,False
8036,Rey&Kjavik,24 016,11,92,7167,3107,951,328,0,385,0,False,False,False,False,False
8037,Stevie Insane,15 700,36,385,2763,1463,430,305,221,313,209,False,False,False,False,False
8038,Беном,10 633,616,6 591,1221,352,53,50,0,0,0,False,True,True,True,True
8039,Маша Распутина,16 539,32,1 871,4177,1420,781,188,176,291,0,False,False,False,False,False
8040,Megan McDuffee,17 249,11,163,4025,1724,398,206,0,321,196,False,False,False,False,False
8041,Cat Power,25 998,51,6 196,4048,2075,467,240,0,251,0,False,True,True,False,True
8042,Unwritten Law,21 526,32,1 028,5050,2385,536,330,240,362,259,False,False,False,False,False
8043,Анатоль Ярмоленко,15 236,10,219,4418,1446,586,185,184,263,0,False,False,False,False,False
8044,Murdock,25 455,28,3 446,5354,2806,488,217,0,322,235,False,False,False,False,False
8045,Nефть,24 013,24,2 580,5532,2611,717,367,0,471,271,False,False,False,False,False
8046,N.E.O.N,23 604,1,299,5273,2402,961,360,276,428,264,False,False,False,False,False
8047,R.L. Burnside,19 701,87,7 089,5999,2639,692,259,0,344,216,False,False,False,False,False
8048,John Frusciante,9 583,73,6 929,121868,50393,19651,8067,6768,9195,5705,False,True,False,False,False
8049,Альфа,17 720,124,5 050,5595,1721,713,232,252,386,274,False,False,False,False,False
8050,Григорий Заречный,11 956,773,35 335,2844,1033,557,166,164,286,0,True,True,False,True,False
8051,Patterns,20 097,18,930,6253,2891,666,356,0,386,283,False,False,False,False,False
8052,Женя Hawk,24 591,31,377,4188,1553,577,290,268,319,229,False,False,False,False,False
8053,Ambassadeurs,28 668,1,129,7557,3533,935,468,319,457,343,False,False,False,False,False
8054,Moscow Death Brigade,7 378,5 296,72 387,2287,929,160,100,110,93,99,False,False,False,False,False
8055,Michelle Gurevich,9 059,48,1 748,3055,1467,313,105,0,170,89,False,True,True,True,True
8056,Антон Лирник,29 122,19,561,8706,2847,956,271,305,494,0,False,False,False,False,False
8057,Мария Бабанова,13 370,2,65,4465,1621,447,200,0,237,177,False,False,False,False,False
8058,Юрий Симонов,17 032,43,3 784,5220,1985,495,238,0,308,173,False,False,False,False,False
8059,Freddie Dredd,135 093,1 746,34 427,20356,10324,2928,2124,1676,1762,1438,False,False,True,True,True
8060,Propellerheads,17 508,46,1 746,5518,2210,538,178,0,272,0,False,False,False,False,False
8061,Sonny Alven,21 963,0,57,5681,2637,882,448,0,389,318,False,False,False,False,False
8062,Princessa Avenue,22 077,18,642,4701,1662,809,274,0,453,252,False,False,False,False,False
8063,Radar Detector,34 370,3,23,8176,3139,1489,479,407,683,395,False,False,False,False,False
8064,ERIVA,26 688,4,44,5741,2271,1484,394,349,547,0,False,False,False,False,False
8065,,26 853,1,2,5458,2870,663,539,391,489,361,False,False,False,False,False
8066,Trevor Sewell,21 364,134,2 041,6202,2622,924,248,0,356,240,False,False,False,False,False
8067,Zimmer,23 545,11,647,6882,2883,1106,479,342,449,340,False,True,True,True,True
8068,Brooklyn Bounce,14 598,30,3 516,3364,1604,452,244,156,318,209,False,False,False,True,False
8069,Celeste,15 460,41,373,3939,1793,555,246,156,249,0,False,True,True,True,True
8070,Rogov,32 087,2,36,6266,2426,1139,614,570,585,427,False,False,False,False,False
8071,Peggy Gou,13 354,61,1 595,3779,1800,549,234,175,200,0,False,False,False,False,False
8072,Power Tale,14 343,78,2 652,3422,1203,329,0,0,217,149,False,False,False,False,False
8073,Piotr Musiał,17 898,25,476,5002,2171,508,254,0,406,236,False,False,False,False,False
8074,Michael Night,18 394,19,217,4949,1943,534,0,0,378,245,False,False,False,False,False
8075,ShockOne,19 860,16,3 728,5699,2926,508,257,0,313,241,False,False,False,False,False
8076,BWO,21 214,16,823,6221,2180,786,278,0,399,255,False,False,False,False,False
8077,Tamer,20 361,1,44,5304,2639,579,307,0,376,224,False,True,False,False,False
8078,Murray Head,18 705,8,350,6152,2218,619,210,0,347,197,False,False,False,False,False
8079,John 5,21 814,13,1 432,5926,2510,702,234,236,450,258,False,True,True,True,True
8080,Noir,18 388,12,1 056,4998,2108,938,295,222,299,0,False,True,False,False,False
8081,Kacey Musgraves,28 482,243,18 228,9146,3551,880,474,360,491,379,False,False,False,False,False
8082,Jóhann Jóhannsson,67 107,38,2 273,18627,7699,2544,1201,1014,1345,855,False,True,True,True,True
8083,Uverworld,14 174,94,2 181,3444,1604,369,270,215,331,0,False,False,False,False,False
8084,Introlmmortal,30 920,44,69,5965,3031,732,601,429,556,401,False,False,False,False,False
8085,Mia Vaile,21 896,11,144,4878,2245,546,414,245,413,303,False,False,False,False,False
8086,No Resolve,18 538,28,930,4576,1774,440,0,0,317,197,False,False,False,False,False
8087,William Joseph,21 961,20,911,6462,2162,837,303,240,435,0,False,False,False,False,False
8088,Volen Sentir,14 479,18,233,4443,1682,776,229,209,256,198,False,False,False,False,False
8089,Lalis Dream,37 721,8,174,8183,2955,1116,667,564,607,441,False,False,False,False,False
8090,Ahrix,41 202,2,127,9173,3426,1361,846,661,730,0,False,False,False,False,False
8091,,15 572,5,25,4355,1788,558,296,235,319,0,False,False,False,False,False
8092,Игорь Кашинцев,14 120,1,24,4963,1699,557,308,0,332,236,False,False,False,False,False
8093,ALALÁ,22 133,6,81,5805,2311,657,288,229,425,0,False,False,False,False,False
8094,Elisabeth,11 866,1,4,3133,1781,300,110,0,163,123,False,False,False,False,False
8095,Caloosh,11 866,1,1,3132,1781,300,110,0,163,123,False,False,False,False,False
8096,HIDDN,38 332,2,38,8571,3137,1773,631,569,716,0,False,True,False,False,False
8097,Arslan,13 473,112,902,2697,1110,384,372,264,260,213,False,False,False,False,False
8098,Montserrat Caballé,16 938,20,1 186,5316,1986,595,225,0,279,199,False,False,False,False,False
8099,МИНУС18,17 118,121,927,3367,1813,428,378,299,326,279,False,False,False,False,False
8100,Casting Crowns,11 517,12,833,3087,1251,302,202,0,203,143,False,False,False,False,False
8101,UB40,29 503,552,45 006,8158,3184,1159,414,367,467,0,False,True,False,True,False
8102,Taiki Nulight,15 951,10,142,3700,2162,419,264,215,279,201,False,False,False,False,False
8103,Кэвин Дэйл,13 596,37,1 537,2931,1432,393,185,0,319,171,False,False,False,False,False
8104,Oddcube,27 552,1,6,6155,2877,783,496,315,570,367,False,False,False,False,False
8105,C4C,11 126,6,52,3126,1513,376,291,183,256,162,False,False,False,False,False
8106,London Voices,16 923,1,1 039,5386,2086,443,298,215,338,0,False,False,False,False,False
8107,Xolidayboy,230 268,355,988,43065,17447,8633,4284,3635,4465,3044,True,False,False,True,True
8108,Redfoo,24 021,11,7 022,4874,1942,754,441,342,371,269,False,True,True,True,False
8109,Джаз Классика для Чтения,2 419,102,797,823,334,72,42,0,43,0,False,False,False,False,False
8110,Хозяин Снов,19 801,75,175,5206,2037,479,206,0,353,267,False,False,False,False,False
8111,Allovers,13 956,2,23,3783,1591,657,187,0,238,180,False,False,False,False,False
8112,60's 70's 80's 90's Hits,8 075,92,2 516,1907,713,317,120,110,165,95,False,False,False,False,False
8113,Progressive Goa Trance,6 085,14,245,1880,540,185,113,65,73,0,False,False,False,False,False
8114,Vengerov,37 538,5,60,931,265,128,0,0,49,44,False,False,False,False,False
8115,Bonjr,16 297,13,91,3577,2012,411,250,0,277,178,False,False,False,False,False
8116,The Afters,9 466,7,372,2614,1106,271,164,0,164,117,False,False,False,False,False
8117,Jean-Bernard Pommier,19 292,26,3 504,6065,2185,568,334,0,325,0,False,False,False,False,False
8118,Tina Cousins,23 035,11,524,3977,1526,480,143,0,244,160,False,False,False,False,False
8119,Taiwan MC,19 356,51,2 082,4480,2017,630,199,0,229,177,False,False,False,False,False
8120,Марат Нигматуллин,8 337,111,1 112,2426,923,365,180,133,207,150,False,False,False,False,False
8121,Luttrell,12 678,18,332,3848,1614,596,272,197,256,183,False,False,False,False,False
8122,Bombay Bicycle Club,20 246,41,9 327,5699,3203,570,350,240,353,0,False,True,True,True,True
8123,The Jigits,21 852,1,208,950,328,167,67,58,105,0,True,True,False,True,True
8124,Dave Koz,19 613,29,6 408,4830,1818,737,290,232,274,0,False,False,False,False,False
8125,Наставшевс,17 553,37,244,4801,2211,543,262,189,294,192,False,False,False,False,False
8126,Лубенников,17 553,8,65,4801,2211,543,262,189,294,192,False,False,False,False,False
8127,Adiemus,18 025,43,2 233,5196,1900,609,246,202,313,199,False,False,False,False,False
8128,,14 194,102,6 191,4350,1556,432,213,161,219,146,False,False,False,False,False
8129,Kira Winter,25 353,144,810,6636,2812,686,348,0,555,350,True,False,False,False,False
8130,The Exies,17 950,28,2 242,4792,1969,503,233,0,346,236,False,False,False,False,False
8131,10 Years,14 272,76,5 614,3817,1666,399,210,0,305,200,False,False,False,False,False
8132,Immediate,13 414,15,418,4156,1489,354,185,0,270,173,False,False,False,False,False
8133,Therese,44 874,0,608,480,177,65,23,0,22,0,False,False,False,False,False
8134,Stalgia,9 949,0,34,2394,1187,362,188,0,197,106,False,False,False,False,False
8135,Nightcore,18 229,58,27 163,4738,1914,451,277,224,317,223,False,False,False,False,False
8136,Bogdan Vix,18 284,7,54,5204,2101,563,339,243,419,0,False,False,False,False,False
8137,Alexander Briger,26 818,0,16,7333,2916,730,364,288,453,0,False,False,False,False,False
8138,Mogwai,16 881,826,86 230,4434,2204,480,247,0,325,196,False,True,True,True,True
8139,Alligatoah,43 887,29,704,12746,4570,1275,941,669,683,562,False,False,False,False,False
8140,Евгений Кемеровский,18 162,706,35 463,4924,1531,993,0,239,490,0,False,False,False,False,False
8141,Arsi Tones,30 444,0,4,7257,2947,1305,507,365,605,385,False,False,False,False,False
8142,Вахбет Абедов,27 051,11,1 639,6243,1941,1073,366,324,394,278,False,False,False,False,False
8143,BEAMg,30 444,0,5,7257,2947,1305,507,365,605,385,False,False,False,False,False
8144,Лесьяр,20 986,260,7 152,5653,1974,666,226,245,354,248,False,False,False,False,False
8145,Younger Hunger,22 234,13,101,5035,3088,533,406,276,494,281,False,False,False,False,False
8146,Silecut,114 401,51,131,24057,12536,3504,2769,2064,2281,1758,True,False,False,False,False
8147,Людмила Берлинская,31 773,1,94,10149,3269,1089,425,0,533,341,False,False,False,False,False
8148,Boyinaband,29 392,0,2 373,7946,3899,788,375,0,491,338,False,False,False,False,False
8149,Alanis Morissette,17 616,87,3 452,5620,2212,564,248,0,307,198,False,True,True,True,False
8150,Da Vosk Docta,15 208,24,535,3405,1920,427,302,206,302,199,False,False,False,False,False
8151,Rousso,16 659,1,7,3925,2204,457,357,0,365,213,False,False,False,False,False
8152,We Are The Catalyst,14 773,53,2 091,3740,1570,392,158,0,312,181,False,False,False,False,False
8153,Matteo,29 676,2,1 016,54,29,14,9,0,0,0,False,False,False,False,False
8154,Mark The Beast,22 374,261,6 916,5373,2675,663,302,227,414,283,False,False,False,False,False
8155,Feeder,24 614,17,1 189,6339,3211,703,343,0,476,303,False,False,False,False,False
8156,Danger,10 403,47,2 126,2916,1294,306,177,131,269,124,False,False,False,False,False
8157,Rhode,28 281,1,4,7414,3498,1151,445,331,537,351,False,False,False,False,False
8158,Evren Furtuna,9 172,5,377,3188,1111,546,186,148,177,165,False,False,False,False,False
8159,Idina Menzel,20 164,6,1 634,5683,2317,512,284,218,313,0,False,False,False,False,False
8160,Deep Red Wood,22 897,23,1 757,5738,2149,899,278,232,449,222,True,True,True,True,True
8161,Old Man Canyon,18 905,23,1 398,5353,2718,525,283,210,354,0,False,False,False,False,False
8162,Chymes,47 660,12,71,10551,5045,1340,1066,676,905,0,False,False,False,False,False
8163,José James,19 951,31,2 065,5835,2604,660,271,0,274,246,False,True,True,True,False
8164,Tim Rice,7 237,1,43,4453,1506,346,135,0,213,121,False,False,False,False,False
8165,Imad,59 094,1,23,14611,5304,3009,1031,770,1207,0,False,False,False,False,False
8166,Instrumental Core,14 685,25,6 098,4288,1552,422,182,160,292,172,False,False,False,False,False
8167,Jetlag Music,50 882,0,2 397,11756,4468,1969,819,648,934,582,False,True,True,True,True
8168,Danny Olson,24 630,8,71,5753,2545,645,408,285,456,319,False,False,False,False,False
8169,Julian Casablancas,24 023,9,2 498,9252,4536,940,501,411,556,349,False,False,False,False,False
8170,Alexey Romeo,22 301,25,1 006,5770,3008,849,359,236,388,309,True,True,True,True,True
8171,Half Moon Run,15 267,14,1 249,4261,2405,372,235,176,317,186,False,True,True,True,True
8172,Tommy Ashby,9 580,0,4,2329,1069,256,174,0,169,0,False,False,False,False,False
8173,Throttle,29 103,8,2 520,7413,3213,1034,508,387,514,339,False,True,True,True,True
8174,College,20 216,24,1 530,5077,2676,497,398,255,378,234,False,True,True,False,True
8175,Olaf Blackwood,111 758,1,26,1474,574,229,108,77,116,65,False,False,False,False,False
8176,Mollie Collins,23 456,1,10,6399,3044,898,367,270,444,313,False,False,False,False,False
8177,Роман Раменев,34 912,36,271,9179,3095,1285,407,427,689,392,False,False,False,False,False
8178,Vato Gonzalez,20 266,4,986,5076,2309,643,383,262,359,278,False,False,False,False,False
8179,Азиза,22 183,15,1 070,5825,1628,1108,269,241,333,0,True,True,True,True,True
8180,Dorada,28 115,2,25,5941,2298,967,444,381,587,320,False,False,False,False,False
8181,Written By Wolves,17 842,19,562,4198,1918,420,223,0,343,221,False,False,False,False,False
8182,Roman Rain,13 044,81,20 292,3098,1377,416,137,0,252,0,True,True,True,True,True
8183,Sneaky Sound System,30 391,61,639,6800,3055,1148,516,323,511,324,False,False,False,False,False
8184,Jens Kuross,24 500,1,15,2281,1001,304,161,100,136,112,False,False,False,False,False
8185,Famadihana,24 761,0,95,7178,2334,672,401,0,386,300,False,False,False,False,False
8186,Ana Zimmer,18 355,2,119,287,125,48,21,0,16,19,False,False,False,False,False
8187,Aaron Frazer,14 365,4,29,5389,2582,684,270,0,300,218,False,False,False,False,False
8188,Warhaus,12 146,33,662,3779,2076,346,156,0,198,131,False,False,False,False,False
8189,Robosonic,21 509,0,75,6032,2524,988,389,283,422,294,False,False,False,False,False
8190,Nekliff,16 599,6,282,4219,1653,915,271,201,351,200,False,False,False,False,False
8191,Svniivan,31 870,2,32,6404,2676,908,460,410,530,360,False,False,False,False,False
8192,Roberto Alagna,16 459,9,465,5721,2064,521,206,0,293,181,False,False,False,False,False
8193,Luwaks,19 886,6,320,5661,2314,814,366,290,421,285,False,False,False,False,False
8194,Dj Safiter,25 044,8,32,5594,2068,864,474,406,516,0,True,False,False,False,True
8195,Phoenix Music,21 033,16,807,6510,2288,613,312,254,424,248,False,False,False,False,False
8196,The High Kings,12 261,18,533,4331,1642,295,163,128,242,128,False,False,False,False,False
8197,Sheryl Crow,22 010,19,2 373,6452,2498,677,299,239,366,0,False,True,True,True,True
8198,Petra Berger,8 549,15,423,2991,1044,292,104,0,215,114,False,False,False,False,False
8199,Yusuf Alev,66 590,4,45,14892,6260,2660,1129,896,1311,0,False,False,False,False,False
8200,Gareth Dunlop,20 356,11,471,5857,2704,622,254,0,349,0,False,False,False,False,False
8201,LUME,7 549,10,14,1808,715,268,146,0,123,0,False,True,False,False,False
8202,Annika Wells,24 068,27,257,8780,3894,1458,831,582,783,516,False,False,False,False,False
8203,Алексей Борзунов,18 767,2,38,6779,2445,771,396,0,466,344,False,False,False,False,False
8204,Lyriel,18 378,27,1 833,5656,1992,495,0,0,343,220,False,False,False,False,False
8205,Дмитрий Воронин,15 064,1,36,5094,1724,433,246,0,276,173,False,False,False,False,False
8206,Korg S,16 945,30,74,1918,731,463,160,129,217,0,False,False,False,False,False
8207,Улугбек Рахматуллаев,9 006,350,10 550,1463,450,140,65,55,0,0,False,False,False,True,True
8208,Sloati,16 170,15,142,3762,1630,618,225,180,311,0,True,True,False,True,True
8209,Dolly Parton,22 152,151,6 938,36825,13886,5372,2049,1619,2234,0,False,True,True,False,True
8210,Jan A.P. Kaczmarek,49 748,14,742,13960,5301,1761,1027,828,929,670,False,False,False,False,False
8211,Gabe,22 544,3,39,5701,2311,1142,391,280,432,257,False,False,False,False,False
8212,IU,12 592,2 606,29 987,2097,1045,321,287,259,203,0,False,False,False,False,False
8213,Tom Petty,25 488,35,2 358,16063,6178,1578,675,532,840,0,False,False,False,False,False
8214,Grégory Lemarchal,17 811,72,3 667,4975,1916,624,241,0,336,0,False,False,False,False,False
8215,EMILY WARREN,31 351,0,188,85416,33085,11529,6706,4949,5953,0,False,False,False,False,False
8216,Лана Свит,21 961,8,114,4742,1631,1116,276,269,483,0,False,False,False,False,False
8217,Гимны,21 247,41,1 585,5398,1819,683,298,267,362,0,False,False,False,False,False
8218,Eduard Konovalov,10 874,3,43,2849,1321,376,151,0,182,117,True,False,False,True,True
8219,Hiraeth,28 186,0,21,7363,3483,1148,441,330,534,348,False,False,False,False,False
8220,Ray Parker Jr.,107 274,8,18 328,36408,14197,3884,1737,1463,2147,1330,False,False,False,False,False
8221,Kas:st,14 464,125,1 028,4199,1959,585,239,182,248,0,False,False,False,False,False
8222,nowkie,15 563,85,821,2931,1472,447,354,274,286,198,False,False,False,False,False
8223,Main-De-Gloire,11 693,18,704,3065,1370,283,166,0,239,174,False,False,False,False,False
8224,Myke Towers,18 003,3,73,2945,991,341,211,125,142,115,False,True,True,True,True
8225,CVPELLV,43 872,11,3 791,10362,4952,1363,759,580,855,528,False,False,False,False,False
8226,Kidd,14 252,39,1 499,2831,1442,441,289,260,288,234,False,False,False,False,False
8227,mxmtoon,12 366,29,1 303,2948,1439,310,237,190,241,0,False,False,False,False,False
8228,Count Basie,26 627,39,26 302,4581,1954,491,177,0,248,156,False,False,False,False,False
8229,Sundara Karma,15 820,22,1 049,4280,2596,358,273,0,293,187,False,False,False,False,False
8230,Ibiza Lounge,19 974,3,468,5767,2170,979,407,359,469,333,False,False,False,False,False
8231,Teleman,10 840,17,172,2906,1866,234,193,0,217,139,False,False,False,False,False
