,name,M_total_count,M_total_count_likes,recommend_all,MSK,SPB,KRD,KZN,BASHK,NVSB,SAMARA,Vk,Fb,Tw,Yt,Inst
1767,Александр Малинин,53 237,537,34 123,15694,4820,2488,677,669,1114,0,False,True,False,True,False
1768,Nature Sounds,80 616,72,1 988,22283,8156,2804,1680,0,1563,1252,False,False,False,False,False
1769,Helsloot,270 223,7,111,65264,26130,12471,5581,4116,4979,3445,False,False,False,False,False
1770,Фристайл,96 301,1 669,176 245,21995,6946,4193,1358,1261,1974,1160,True,True,True,True,False
1771,Wilkinson,102 178,1 472,10 878,32491,15492,4131,2090,1608,2168,1645,False,True,True,True,True
1772,Parcels,106 368,99,3 467,33393,15131,4071,2087,1325,1877,1468,False,True,False,True,True
1773,Boostereo,329 565,1 039,2 305,76583,29431,14908,6682,5643,6885,4651,False,False,False,False,False
1774,Joachim Garraud,164 984,1,10 710,51507,20689,7098,3034,2362,3446,0,False,False,False,False,False
1775,Sam Ryder,200 933,994,1 542,47317,21004,6703,3460,2382,3707,0,False,False,False,False,False
1776,Наталия Фаустова,65 761,95,572,21147,6809,2438,1426,1083,1229,0,False,False,False,False,False
1777,Dido,257 203,261,17 299,42662,17135,6485,2786,2159,2873,0,False,True,True,True,True
1778,Bob Sinclar,179 857,60,32 275,44677,17903,7109,2829,2302,3172,0,False,True,True,True,True
1779,Воскресение,92 658,733,61 812,23962,8473,3417,1380,1311,1583,1116,True,True,False,True,True
1780,Gilead,191 387,3 053,130 872,50548,19852,6019,2688,2292,3571,2264,True,True,False,True,False
1781,Seafret,107 463,132,10 084,28126,13884,3298,2054,1318,2132,1233,False,False,False,False,False
1782,Алекша Нович,63 486,253,11 467,16082,7090,2078,1469,1059,1251,911,True,False,False,True,True
1783,VINAI,291 980,129,2 417,69662,27009,11562,5521,4553,5684,3962,False,True,True,True,True
1784,Dead by April,59 885,1 969,75 863,14390,6544,1785,923,745,1063,772,False,True,True,True,True
1785,Joey Pecoraro,101 699,167,8 127,30839,13669,4006,2191,1619,1886,1512,False,False,False,False,False
1786,Mania,110 408,4 849,353 099,24704,10766,4588,2024,1610,2014,1395,True,False,False,True,True
1787,Robert DeLong,143 156,66,3 976,37862,17467,4691,2140,1638,3094,1702,False,False,False,False,False
1788,L.E.J,93 304,215,14 229,28316,11438,3049,1539,1085,1754,1109,False,False,False,False,False
1789,Пиджаков,187 171,24,1 358,43718,15852,6598,3589,3171,3935,2533,False,False,False,False,False
1790,Anton Lacosta,161 153,41,87,35078,13864,6838,3319,2634,3381,2439,False,False,False,False,False
1791,Анна Седокова,86 139,68,126 130,21454,7330,4325,1534,1112,1812,1184,True,True,True,True,True
1792,Серёга,116 117,377,21 140,25659,8989,4224,1675,1417,2048,1193,True,True,True,True,True
1793,Психея,19 823,384,29 559,5055,3152,437,282,246,250,259,True,True,True,True,False
1794,Deepest Blue,247 710,5,2 322,57051,22709,11644,4200,3670,5020,2909,False,True,False,False,True
1795,Rei Ami,180 583,60,1 650,1033,589,161,91,0,116,77,False,False,False,False,False
1796,NBLM,285 415,2,316,4982,1931,999,400,0,496,262,False,False,False,False,False
1797,Misha Klein,156 512,42,9 439,36444,14417,7978,2500,2066,3282,1996,False,False,False,False,False
1798,Texas,117 150,64,2 337,33201,13422,4992,1452,1273,2265,0,False,True,True,True,True
1799,Empire Of The Sun,147 929,169,10 825,41208,18260,5372,2720,2073,2544,1920,False,True,True,True,True
1800,Robin Berrygold,226 113,293,68 666,54205,20787,8684,3562,3223,3844,0,False,False,False,False,False
1801,Davuiside,88 262,48,707,18566,7180,3693,1559,1193,1792,1135,False,False,False,False,False
1802,Lokee,255 954,40,20 600,62842,23677,11634,4614,3928,4987,3163,False,False,False,False,False
1803,Ice MC,143 181,83,15 728,36623,14756,6669,2299,1979,3186,1846,False,False,False,False,False
1804,Laid Back,100 283,693,10 917,27497,11005,4693,1502,0,1885,1328,False,True,False,True,False
1805,Fabrizio Paterlini,146 930,157,297 743,44584,16912,5514,3017,2205,2890,0,False,True,True,True,True
1806,NyBracho,149 630,14,841,29564,13217,5689,3183,2432,2600,1926,True,False,False,False,True
1807,The Mamas & The Papas,145 212,158,4 449,43202,17990,5036,2115,1676,2635,0,False,False,False,False,False
1808,Lucenzo,222 920,13,866,4877,1745,655,312,244,291,0,False,True,True,True,False
1809,Kodaline,105 076,264,49 526,25644,11852,2964,1955,1329,1761,1105,False,True,True,True,True
1810,John Grant,142 532,76,3 846,36601,15057,5317,1924,1911,3062,1667,False,True,True,True,False
1811,Kairat Nurtas,41 105,8 412,113 827,2489,547,0,0,0,0,0,True,True,True,True,True
1812,Zardonic,87 423,172,5 846,20693,9306,2208,1029,897,1519,1037,False,False,False,False,False
1813,Зульфия Чотчаева,151 341,7 679,77 229,27240,8513,7997,2740,2690,2915,0,False,False,False,False,False
1814,Hollywood Undead,186 273,3 116,348 311,41318,18398,5053,2695,2343,3389,2309,False,True,True,True,True
1815,Kid Cudi,254 874,542,52 579,25380,12071,3667,2435,1677,1890,1422,False,True,True,True,True
1816,Blue October,178 531,365,19 500,53179,24068,5730,2817,2239,3776,2356,False,True,True,True,True
1817,The Cog is Dead,74 435,138,9 913,24755,9489,2143,977,0,1570,973,False,False,False,False,False
1818,Fury Weekend,87 212,144,6 817,23577,9580,2922,1112,0,1868,1092,False,False,False,False,False
1819,Uppermost,119 645,64,1 494,33243,13824,4741,2363,1792,2417,1656,False,False,False,False,False
1820,The Birthday Massacre,73 662,248,17 102,19418,8334,2272,1019,873,1565,910,False,False,False,False,False
1821,Deva Premal,39 604,553,18 128,10819,3903,1712,694,535,719,0,False,True,True,True,True
1822,ДЖанага,196 018,208,1 176,36262,12495,9068,4308,3451,3533,2419,False,False,False,False,False
1823,Of Monsters and Men,89 734,317,46 114,24915,11607,2783,1590,1165,1649,1100,False,True,True,True,True
1824,Ocean Jet,83 354,171,18 914,23345,10709,3042,1144,0,1794,1056,True,True,True,True,True
1825,Dash Berlin,98 143,84,37 377,25971,10886,3411,2039,1447,1803,1289,False,True,True,True,True
1826,невиди́мка,170 034,460,11 150,42013,16909,5626,2951,2537,3611,2485,True,False,False,True,True
1827,Gipsy Kings,118 420,732,44 014,36890,12732,4936,1501,0,1856,0,False,True,True,True,False
1828,Deepend,274 432,8,13 039,69061,27069,11815,5299,4334,5415,3668,False,False,False,False,False
1829,The Wellermen,191 422,4 345,12 053,51274,19741,6332,2895,2435,3361,0,False,False,False,False,False
1830,Sickick,211 993,233,612,39145,17339,5587,3003,1932,3077,2014,False,False,False,False,False
1831,Lucie Paradis,82 731,3,9 385,21846,9305,2794,1386,1007,1618,1009,False,False,False,False,False
1832,corandcrank,137 220,1 256,10 983,26925,9349,7447,2132,1744,2256,0,False,False,True,True,True
1833,Marvin Gaye,140 079,3 658,178 399,58550,23240,6724,3570,2543,3311,0,False,False,False,False,False
1834,Kenny G,96 999,597,29 216,23374,8092,3275,1319,1029,1402,0,False,True,True,True,False
1835,Lenka,174 251,90,9 468,48965,19058,5677,2669,2243,3126,0,False,True,True,True,True
1836,Pain,354 909,17 759,528 983,87915,36225,10943,4512,3920,6567,4019,False,True,True,True,True
1837,JOY,120 695,97,10 753,33383,11733,5703,2029,1801,2603,1539,True,True,False,True,False
1838,Koster,141 372,12 071,14 707,28584,13372,3623,2350,1798,2422,1721,True,False,False,False,False
1839,Colorit,176 286,319,1 911,32179,13106,6413,4089,3209,2804,0,True,False,False,False,True
1840,Swae Lee,182 437,78,4 105,35648,16043,4784,3027,2186,2823,1983,False,True,True,True,True
1841,CMH,144 968,670,13 603,26773,13453,2984,2379,1934,2281,1863,True,False,True,True,True
1842,Alizée,130 975,183,18 665,31128,11873,4782,2114,1846,2355,1463,False,True,True,True,False
1843,Blue System,129 230,627,37 406,33679,12090,5776,1950,1694,2707,1629,False,False,False,False,False
1844,Alesso,167 920,51,87 876,43555,17793,5807,3324,2471,2999,2030,False,True,True,True,True
1845,Kyle Watson,80 380,21,569,20907,9185,4051,1743,1375,1748,1306,False,False,False,False,False
1846,Idealism,203 910,483,28 492,50630,22138,7911,4518,3428,3704,2775,False,False,False,False,False
1847,Sasha Sloan,217 403,106,2 839,60186,24631,8293,5309,3622,4125,2960,False,True,True,True,True
1848,Сергей Любавин,88 166,6 388,112 507,20431,7259,4036,1143,1208,2019,0,True,False,False,True,False
1849,Edvin Marton,89 226,65,25 661,26946,9618,3525,1224,1105,1730,1011,False,False,False,False,False
1850,Romina Power,116 016,209,24 750,33274,11043,5138,1749,1489,2121,0,False,False,False,False,False
1851,Анастасия Уколова,249 841,26,1 182,52997,19697,11297,4025,3646,5227,2992,False,False,False,False,False
1852,Shortparis,64 963,1 100,16 672,15599,8595,1570,981,652,1168,702,True,True,False,True,True
1853,Kolya Funk,400 376,19,195,95819,35805,17694,7389,6046,7921,5157,True,True,False,True,True
1854,ILIRA,349 377,184,323,79301,31281,14451,7035,5759,6904,4848,False,False,False,False,False
1855,NRD1,231 125,87,21 423,50757,21069,10042,4322,3570,4381,2858,False,False,False,False,False
1856,Birdy,105 765,278,47 980,27518,11766,3270,1851,1200,1849,1195,False,True,True,True,True
1857,Dj Kantik,71 439,103,1 687,15172,4610,3673,1518,1265,1280,993,False,False,False,False,False
1858,Woodscream,65 982,12 040,160 152,17766,7054,1938,900,853,1278,931,True,True,True,True,False
1859,Geny Tur,88 279,4,38,17894,6522,4363,1548,1229,1714,1096,False,False,False,False,False
1860,Bottai,152 985,93,3 452,36077,13856,6282,2832,2299,2961,1976,False,False,False,False,False
1861,The Alan Parsons Project,313 443,702,12 032,88899,34282,13109,4467,4027,6004,0,False,True,True,True,False
1862,iwilldiehere,154 682,76,340,32508,15442,5234,2991,2255,2791,1968,False,False,False,False,False
1863,Foo Fighters,84 111,498,53 530,24033,10836,2517,1161,934,1463,1034,False,True,True,True,True
1864,Mozart l'Opéra Rock,111 062,130,7 603,30139,12201,3523,1318,0,2254,0,False,True,True,True,False
1865,Mainstream One,120 140,33,5 820,24241,9167,4895,2134,1950,2952,1688,True,False,False,True,False
1866,Свидание,52 705,351,18 144,13714,7277,1733,1179,882,1038,764,True,True,False,False,True
1867,Ty Dolla $ign,270 867,76,41 516,32490,13762,4709,2543,1972,2489,1661,False,True,True,True,True
1868,Mangoo,204 023,6,180,31085,11296,5446,2606,2216,2690,1676,False,False,False,False,False
1869,Awaken I Am,86 994,96,376,21474,10112,2459,1362,1037,1886,1229,False,True,True,True,True
1870,ILLENIUM,101 485,84,30 035,24851,10574,2959,2150,1558,1920,1491,False,True,True,True,True
1871,Revolver,136 566,87,4 127,40738,17896,4023,2113,1623,2648,1607,False,False,False,False,False
1872,Demeter,356 630,3 919,4 413,77983,30436,15458,7808,6529,7541,5588,False,False,False,False,False
1873,Lewis Capaldi,108 444,426,13 473,38068,15337,5491,3047,2124,2671,0,False,True,True,True,True
1874,Tech N9ne,103 340,222,74 341,19146,8421,2533,1070,980,1583,1004,False,True,True,True,True
1875,The Midnight,55 730,293,25 477,15950,7309,1839,1118,832,1051,872,False,True,True,True,True
1876,Sleeping Wolf,88 609,90,1 952,23041,10265,2912,1273,1009,2030,1156,False,False,False,False,False
1877,Kansas,150 416,11 970,41 770,40978,16445,4673,2167,1740,2613,0,False,True,False,False,False
1878,Блажин,99 608,47,3 502,21972,10498,3359,1937,1471,1978,1297,True,False,False,True,True
1879,Секрет,97 460,529,59 877,29227,11227,3762,1363,1213,1859,1090,False,True,False,True,False
1880,Matt Maeson,154 075,139,3 908,35245,16031,5308,2326,0,2817,0,False,True,True,True,True
1881,The Hu,97 395,501,14 845,23493,9720,2773,1176,1048,1941,1077,False,True,True,True,True
1882,Palaye Royale,254 282,1 203,24 063,60348,28533,7738,3925,3083,5183,3246,False,False,False,False,False
1883,Yello,50 549,216,13 626,14098,5572,2217,634,0,1075,638,False,True,False,False,False
1884,Artur,161 024,18,110,26452,8471,6059,3794,3328,2687,0,False,False,False,False,False
1885,Yacht Money,161 659,13,529,38763,17061,5322,2555,1934,3098,0,False,False,False,False,False
1886,No Hopes,104 574,51,8 822,25037,10391,5059,1856,1613,2304,1479,False,False,False,False,False
1887,Гризли,99 232,85,2 373,23832,8677,4716,1676,1178,2103,1271,True,True,True,True,True
1888,8 Graves,65 452,112,1 571,16306,7877,1994,1065,814,1585,939,False,True,True,True,True
1889,OVERWERK,67 317,111,4 502,19629,7787,2291,1062,844,1473,924,False,False,False,False,False
1890,Nico Santos,103 291,52,1 326,24913,9705,3427,1941,1394,1847,0,False,False,False,False,False
1891,Smith & Thell,87 936,60,3 337,26684,10970,2659,1640,1184,1876,1204,False,False,False,False,False
1892,Kush Kush,196 163,54,66 156,43046,16904,7208,3996,3271,3514,2511,True,True,False,False,True
1893,Edda Hayes,132 123,8,108,32015,13261,4558,1896,1459,2491,0,False,False,False,False,False
1894,King Harvest,198 564,56,1 093,62731,24626,6894,3226,0,3519,2394,False,False,False,False,False
1895,Tracktor Bowling,53 401,1 457,108 787,15141,5887,1779,701,0,885,688,True,True,True,True,True
1896,Shantel,99 118,62,2 496,20966,7360,2760,827,0,1233,746,False,False,False,False,False
1897,Ludacris,214 184,329,46 300,8243,3464,1315,539,499,623,439,False,True,True,True,True
1898,Варвара Визбор,98 988,75,7 855,25592,9440,3750,2083,1601,1792,1298,True,True,False,True,True
1899,Белый день,70 861,2 686,42 822,17360,5009,3091,1250,1181,1543,1034,False,False,False,False,False
1900,RUDESARCASMOV,108 883,5,246,23398,9363,4078,2182,1900,2465,1611,True,False,False,False,True
1901,CamelPhat,124 222,33,20 144,33280,13490,5714,2485,1682,2151,1638,False,False,False,False,False
1902,Scary Pockets,72 236,357,558,21139,9638,2882,1485,0,1353,966,False,False,False,False,False
1903,Blondie,124 965,15 349,512 200,36208,15384,3875,1776,1424,2078,1328,False,True,True,True,True
1904,Voyage,278 853,241,3 449,62583,24733,12380,4878,4127,5611,3327,True,True,True,True,True
1905,Elena Tsagkrinou,17 220,2,5,18938,8031,2297,1238,776,1111,810,False,False,False,False,False
1906,Parra For Cuva,117 991,51,2 370,34336,14079,5244,2273,1720,2124,1576,False,False,False,False,False
1907,Наталия Быстрова,76 376,34,277,25444,8695,2512,1544,0,1350,1084,False,False,False,False,False
1908,Era,100 684,314,22 725,25964,9759,3915,1243,0,1727,0,False,True,False,True,True
1909,Madison Mars,491 331,213,496,116226,45567,20366,9296,7577,9437,6046,False,False,False,False,False
1910,The Qemists,97 103,11 015,420 142,25709,11774,2650,1186,994,1659,1169,False,False,False,False,False
1911,Brazzaville,95 107,134,8 488,30238,12076,3382,1617,1172,1914,1263,False,True,True,True,True
1912,Oliver Heldens,178 968,96,18 097,45386,19402,7096,3514,2795,3578,2602,False,True,True,True,True
1913,Где Фантом?,110 360,634,8 073,24239,11573,2982,2205,1809,1846,1407,False,False,False,False,False
1914,Joe Stone,209 627,143,6 086,52351,20919,9203,4338,3408,4177,3068,False,False,False,False,False
1915,T9,157 413,75,38 614,34804,13307,6277,2380,1866,2733,0,False,False,False,False,False
1916,City Of The Sun,112 546,13 247,341 716,30405,12167,4147,2024,1642,2139,1447,False,True,True,True,True
1917,Сегодня в Мире,128 197,210,7 784,34812,13874,5039,1893,1777,2631,1647,False,False,False,False,False
1918,Словетский,95 187,294,82 718,18490,7060,2828,1457,1169,1498,1028,True,False,True,False,False
1919,Всеволод Абдулов,65 415,8,110,24019,7953,2285,1209,0,1323,1017,False,False,False,False,False
1920,Комсомольск,44 767,488,14 184,13175,5825,1008,779,575,796,581,True,False,False,False,True
1921,Nagart,47 075,342,6 512,13976,5394,1398,623,0,876,703,True,False,False,True,True
1922,Торба-на-Круче,54 209,348,32 658,16156,7940,1655,807,708,1090,754,True,True,True,True,True
1923,Amber van Day,408 729,242,6 399,67805,27089,10200,4902,3880,5200,3291,False,True,True,False,True
1924,Binaural Beats,53 864,30,230,15488,6139,1873,1113,787,1151,746,False,False,False,False,False
1925,Monolink,67 215,142,2 807,18730,7443,3552,1260,914,1259,883,False,False,False,False,False
1926,Weezer,94 776,159,10 021,25411,11632,2588,1506,1127,1764,1098,False,True,True,True,True
1927,Blue Stahli,68 615,287,11 739,17782,7494,1988,878,782,1401,899,False,False,False,False,False
1928,Jung Youth,141 702,24,828,896,372,78,36,34,54,43,False,False,False,False,False
1929,Marc Anthony,115 450,155,6 689,30487,10507,4341,1569,1233,1771,0,False,True,True,True,False
1930,Наталия Власова,150 672,49,5 684,34036,11990,7419,2230,1972,3305,1770,False,False,False,False,False
1931,Detsl aka Le Truk,74 198,220,8 044,17308,6788,2273,1113,907,990,903,True,True,True,True,False
1932,TWO LANES,147 922,75,350,40152,16653,7142,3243,2419,3104,2332,False,False,False,False,False
1933,ALEMOND,154 855,17,173,28086,10223,6270,3388,2496,2443,0,False,False,False,False,False
1934,B3VA,270 285,6,9,62775,23970,10753,4810,4113,5463,3403,False,False,False,False,False
1935,F.R. David,142 945,105,5 115,38637,13986,6050,2193,1975,2800,1708,False,True,True,True,False
1936,Bonobo,70 500,208,24 551,19561,8827,2411,1165,0,1236,809,False,True,True,True,True
1937,Natalia Oreiro,86 799,126,8 749,25989,8764,3321,1350,1054,1461,1051,True,False,False,True,False
1938,Daniel Deluxe,134 535,174,39 862,35113,13791,5093,2080,1709,2691,1591,False,False,False,False,False
1939,Tamahau,131 925,29,64,34155,15169,5721,2529,1735,2504,1733,False,False,False,False,False
1940,David Usher,164 600,20,3 739,40783,16669,5833,2337,1903,2887,0,False,False,False,False,False
1941,CWT,52 816,225,18 582,18589,5484,1232,618,527,563,685,False,False,False,False,False
1942,Rainbow,71 360,1 516,122 596,23498,9073,3126,932,884,1465,0,False,False,False,False,False
1943,DJ Chris Parker,123 950,1 577,87 866,30307,11248,4440,1863,1725,2529,1358,False,False,False,False,True
1944,Валерий Гергиев,76 393,1 027,45 868,23478,9041,2227,1210,855,1340,0,False,False,False,False,False
1945,Kings Of Convenience,99 614,260,7 616,29954,13750,3370,1812,1219,1838,1276,False,False,False,False,False
1946,Oscar and The Wolf,156 944,42,2 284,35259,14336,6951,2526,1910,2712,0,False,False,False,False,False
1947,OWEEK,215 073,17,175,44328,16374,10100,4541,3724,4588,0,True,False,False,False,True
1948,Emilee,191 630,34,18 945,48,10,7,5,3,0,0,False,False,False,False,False
1949,София Ротару,70 798,2 150,71 012,16947,5323,3496,1168,988,1226,871,False,False,False,False,False
1950,Accept,61 062,678,71 929,17446,6247,2406,0,650,899,708,False,True,True,True,True
1951,Woodkid,78 278,257,50 508,22145,10621,2262,1240,952,1437,924,False,True,True,True,True
1952,Хелависа,66 489,3 209,172 909,19763,7802,1999,1062,840,1305,876,True,True,False,True,True
1953,Rolipso,469 239,777,852,105007,41136,21135,8579,7058,9240,5792,False,False,False,False,False
1954,Oh The Larceny,96 066,89,2 371,28372,11994,2997,1512,1201,2122,1287,False,False,False,False,False
1955,Varmix,320 838,170,1 649,79069,30390,17447,6537,5573,7163,4424,True,False,False,False,False
1956,Wildlight,117 308,21,2 287,31849,13258,5038,2329,1816,2306,1646,False,False,False,False,False
1957,Арктида,42 116,296,4 619,12030,4399,1379,518,530,860,593,False,False,False,False,False
1958,MILKOVSKYI,81 976,273,4 507,17784,8864,2150,1815,1356,1539,1189,True,False,False,False,True
1959,Emmanuil,131 915,20,526,25459,8963,6027,2938,2598,3026,2079,False,False,False,False,False
1960,N3WPORT,231 301,10,265,51919,21005,9259,4129,3332,4351,2792,False,False,False,False,False
1961,Michael Schulte,171 767,53,2 220,45157,17408,5910,3395,2683,3088,2180,False,False,False,False,False
1962,Osphene,207 041,5,15,40637,15436,7961,4183,3513,4054,2721,False,False,False,False,False
1963,Billy Idol,103 441,288,33 475,34995,14576,3703,1479,0,2019,1267,False,True,True,True,True
1964,R.Riccardo,167 281,117,322,32839,12808,6384,3531,3067,3615,2328,False,False,False,False,False
1965,Сергей Грищук,81 710,135,460,19458,7043,3947,1292,1206,1751,1065,False,False,False,False,False
